coarBEAs_1951-21_1
coclBIAs_2776-21_1
coclBIAs_2778-21_1
coclBIAs_2793-21_1
coclBIAs_2782-21_1
coclBIAs_2407-21_1
coclBIAs_2408-21_1
coclBIAs_2410-21_1
coclBIAs_2413-21_1
coclBIAs_2414-21_1
coclBIAs_2415-21_1
coclBIAs_2417-21_1
coclBIAs_2418-21_1
coclCHIm_2228-21_1
coclCHIm_2243-21_1
coclCHIm_2230-21_1
coclCHIm_2245-21_1
coclCHIm_2248-21_1
coclCHIm_2233-21_1
coclCHIm_2249-21_1
coclCHIm_2250-21_1
coclCHIm_2235-21_1
coclCHIm_2609-21_1
coclCHIm_2610-21_1
coclCHIm_2237-21_1
coclCHIm_2611-21_1
coclCHIm_2226-21_1
coclCHIm_2238-21_1
coclCHIm_2239-21_1
coclCHIm_2614-21_1
coclCHIm_2615-21_1
coclCHIm_2617-21_1
coclCHIm_2246-21_1
coclCHIm_2619-21_1
coclCHIm_2620-21_1
coclCHIm_2621-21_1
coclCHIm_2622-21_1
coclCHIm_2624-21_1
coclCHIm_2625-21_1
coclCHIm_2242-21_1
coclCHIm_2616-21_1
coclCONs_599-21_1
coclCONs_683-21_1
coclCONs_600-21_1
coclCONs_684-21_1
coclCONs_671-22_1
coclCONs_672-23_1
coclCONs_673-24_1
coclCONs_676-21_1
coclCONs_677-21_1
coclCONs_678-21_1
coclCONs_679-21_1
coclCONs_680-21_1
coclCONs_681-21_1
coclCONs_682-21_1
coclEASs_001-20_1
coclEASs_002-20_1
coclEASs_624-21_1
coclEASs_625-21_1
coclEASm_001-20_1
coclEASm_002-20_1
coclEASm_003-20_1
coclEASm_004-20_1
coclEASm_005-20_1
coclEASm_006-20_1
coclEASm_008-20_1
coclEASm_010-20_1
coclEASm_011-20_1
coclEASm_012-20_1
coclEASm_013-20_1
coclEASm_014-20_1
coclEASm_015-20_1
coclEASm_016-20_1
coclEASm_017-20_1
coclEASm_018-20_1
coclEASm_019-20_1
coclEASm_020-20_1
coclEASm_021-20_1
coclEASm_023-20_1
coclEASm_024-20_1
coclEASm_025-20_1
coclEASm_026-20_1
coclFISs_012-21_1
coclFISs_023-21_1
coclFISs_034-21_1
coclFISs_013-21_1
coclFISs_024-21_1
coclFISs_035-21_1
coclFISs_003-21_1
coclFISs_014-21_1
coclFISs_025-21_1
coclFISs_036-21_1
coclFISs_015-21_1
coclFISs_026-21_1
coclFISs_037-21_1
coclFISs_006-21_1
coclFISs_019-21_1
coclFISs_005-21_1
coclFISs_016-21_1
coclFISs_027-21_1
coclFISs_038-21_1
coclFISs_017-21_1
coclFISs_028-21_1
coclFISs_039-21_1
coclFISs_018-21_1
coclFISs_029-21_1
coclFISs_040-21_1
coclFISs_008-21_1
coclFISs_030-21_1
coclFISs_009-21_1
coclFISs_020-21_1
coclFISs_031-21_1
coclFISs_010-21_1
coclFISs_021-21_1
coclFISs_032-21_1
coclFISs_011-21_1
coclFISs_022-21_1
coclJACs_073-21_1
coclJACs_069-21_1
coclJACs_088-21_1
coclJACs_070-21_1
coclJACs_074-21_1
coclJACs_089-21_1
coclJACs_071-21_1
coclJACs_075-21_1
coclJACs_090-21_1
coclJACs_072-21_1
coclJACs_076-21_1
coclJACs_091-21_1
coclJACs_079-21_1
coclJACs_078-21_1
coclJACs_092-21_1
coclJACs_080-21_1
coclJACs_082-21_1
coclJACs_094-21_1
coclJACs_081-21_1
coclJACs_095-21_1
coclJACs_083-21_1
coclJACs_085-21_1
coclJACs_096-21_1
coclJACs_084-21_1
coclJACs_086-21_1
coclJACs_097-21_1
coclJACs_067-21_1
coclJACs_087-21_1
coclJACs_100-21_1
coclJACs_066-21_1
coclJACs_068-21_1
coclLAGs_1883-21_1
coclLAGs_2576-21_1
coclLAGs_2577-21_1
coclLAGs_2578-21_1
coclLAGs_029-20_1
coclLAGs_2579-21_1
coclLAGs_1876-21_1
coclLAGs_2580-21_1
coclLAGs_2581-21_1
coclLAGs_2582-21_1
coclLAGs_2583-21_1
coclLAGs_2584-21_1
coclLAGs_2585-21_1
coarLAGs_001-20_1
coarLAGs_020-20_1
coarLAGs_011-20_1
coclNOTs_001-20_1
coclNOTs_002-20_1
coclNOTs_003-20_1
coclNOTs_7011-21_1
coclNOTs_7023-21_1
coclNOTs_7012-21_1
coclNOTs_7000-21_1
coclNOTs_7013-21_1
coclNOTs_7025-21_1
coclNOTs_7014-21_1
coclNOTs_7026-21_1
coclNOTs_7015-21_1
coclNOTs_7027-21_1
coclNOTs_7016-21_1
coclNOTs_7028-21_1
coclNOTs_7004-21_1
coclNOTs_7017-21_1
coclNOTs_7029-21_1
coclNOTs_7006-21_1
coclNOTs_7018-21_1
coclNOTs_7030-21_1
coclNOTs_7007-21_1
coclNOTs_7019-21_1
coclNOTs_7031-21_1
coclNOTs_7008-21_1
coclNOTs_7020-21_1
coclNOTs_7034-21_1
coclNOTs_7009-21_1
coclNOTs_7021-21_1
coclNOTs_7010-21_1
coclNOTs_7022-21_1
coclNOTs_7024-21_1
coclNOTs_7002-21_1
coclROGs_2162-21_1
coclROGs_2158-21_1
coclROGs_2016-21_1
coclROGs_2161-21_1
coclROGs_2018-21_1
coclROGs_2020-21_1
coclROGs_2163-21_1
coclROGs_2022-21_1
coclROGs_2164-21_1
coclROGs_2024-21_1
coclROGs_2151-21_1
coclROGs_2025-21_1
coclROGs_2152-21_1
coclROGs_2168-21_1
coclROGs_2153-21_1
coclROGs_2169-21_1
coclROGs_2154-21_1
coclROGs_2171-21_1
coclROGs_2155-21_1
coclROGs_2172-21_1
coclROGs_2156-21_1
coclROGs_2157-21_1
coclROGs_2175-21_1
coclRUPs_024-20_1
coclRUPs_006-20_1
coclRUPs_023-20_1
coclRUPs_019-20_1
coclRUPs_010-20_1
coclRUPs_016-20_1
coclRUPs_007-20_1
coclRUPs_022-20_1
coclRUPs_021-20_1
coclRUPs_008-20_1
coclRUPs_014-20_1
coclRUPs_015-20_1
coclRUPs_004-20_1
coclRUPs_020-20_1
coclRUPs_017-20_1
coclRUPs_013-20_1
coclRUPs_003-20_1
coclRUPs_011-20_1
coclRUPs_005-20_1
coclRUPs_001-20_1
coclRUPs_012-20_1
coclRUPs_009-20_1
coclRUPs_018-20_1
coclRUPs_002-20_1
coclRUPs_034-20_1
coclRUPs_035-20_1
coclRUPs_036-20_1
coclRUPs_025-20_1
coclRUPs_037-20_1
coclRUPs_026-20_1
coclRUPs_038-20_1
coclRUPs_027-20_1
coclRUPs_039-20_1
coclRUPs_028-20_1
coclRUPs_040-20_1
coclRUPs_029-20_1
coclRUPs_030-20_1
coclRUPs_031-20_1
coclRUPs_032-20_1
coclRUPs_033-20_1
coclSABs_006-20_1
coclSABs_040-21_1
coclSABs_020-21_1
coclSABs_007-20_1
coclSABs_029-21_1
coclSABs_008-20_1
coclSABs_030-21_1
coclSABs_009-20_1
coclSABs_031-21_1
coclSABs_010-20_1
coclSABs_032-21_1
coclSABs_011-20_1
coclSABs_033-21_1
coclSABs_012-20_1
coclSABs_034-21_1
coclSABs_001-20_1
coclSABs_013-20_1
coclSABs_035-21_1
coclSABs_002-20_1
coclSABs_016-21_1
coclSABs_014-20_1
coclSABs_036-21_1
coclSABs_003-20_1
coclSABs_017-21_1
coclSABs_015-20_1
coclSABs_037-21_1
coclSABs_004-20_1
coclSABs_018-21_1
coclSABs_038-21_1
coclSABs_005-20_1
coclSABs_019-21_1
coclSABs_039-21_1
coarSABs_038-21_1
coarSABs_029-21_1
coclTILs_004-21_1
coclTILs_005-21_1
coclTILs_006-21_1
coclTILs_007-21_1
coclTILs_008-21_1
coclTILs_009-21_1
coclTILs_013-21_1
coclTILs_001-21_1
coclTILs_011-21_1
coclTILs_002-21_1
coclTILs_003-21_1
coclTILs_014-21_1
coclTILs_015-21_1
