NS.1716.002.N701---S502.coarBEAs_1951-21
NS.1834.003.N701---S502.coclBEAs_2176-21
NS.1834.003.N701---S506.coclBEAs_2188-21
NS.1834.003.N701---S510.coclBEAs_2200-21
NS.1834.003.N703---S510.coclBEAs_2257-21
NS.1834.003.N704---S502.coclBEAs_2177-21
NS.1834.003.N704---S506.coclBEAs_2189-21
NS.1834.003.N704---S510.coclBEAs_2269-21
NS.1834.003.N706---S510.coclBEAs_2258-21
NS.1834.003.N707---S502.coclBEAs_2178-21
NS.1834.003.N707---S506.coclBEAs_2190-21
NS.1834.003.N707---S510.coclBEAs_2270-21
NS.1834.003.N711---S510.coclBEAs_2259-21
NS.1834.003.N712---S502.coclBEAs_2179-21
NS.1834.003.N712---S506.coclBEAs_2191-21
NS.1834.003.N712---S510.coclBEAs_2271-21
NS.1834.003.N715---S510.coclBEAs_2260-21
NS.1838.001.N716---S502.coclBEAs_2180-21
NS.1838.001.N716---S506.coclBEAs_2192-21
NS.1838.001.N716---S510.coclBEAs_2272-21
NS.1838.001.N719---S510.coclBEAs_2261-21
NS.1838.001.N720---S502.coclBEAs_2181-21
NS.1838.001.N720---S506.coclBEAs_2193-21
NS.1838.001.N720---S510.coclBEAs_2273-21
NS.1838.001.N722---S510.coclBEAs_2262-21
NS.1838.001.N723---S502.coclBEAs_2182-21
NS.1838.001.N723---S506.coclBEAs_2194-21
NS.1838.001.N723---S510.coclBEAs_2274-21
NS.1838.001.N726---S506.coclBEAs_2251-21
NS.1838.001.N726---S510.coclBEAs_2263-21
NS.1838.001.N727---S502.coclBEAs_2183-21
NS.1838.001.N727---S506.coclBEAs_2195-21
NS.1838.001.N727---S510.coclBEAs_2275-21
NS.1838.001.N729---S506.coclBEAs_2252-21
NS.1838.001.N729---S510.coclBEAs_2264-21
NS.1838.002.N701---S502.coclBEAs_2184-21
NS.1838.002.N701---S506.coclBEAs_2196-21
NS.1838.002.N703---S506.coclBEAs_2253-21
NS.1838.002.N703---S510.coclBEAs_2265-21
NS.1838.002.N704---S502.coclBEAs_2185-21
NS.1838.002.N704---S506.coclBEAs_2197-21
NS.1838.002.N706---S506.coclBEAs_2254-21
NS.1838.002.N706---S510.coclBEAs_2266-21
NS.1838.002.N707---S502.coclBEAs_2186-21
NS.1838.002.N707---S506.coclBEAs_2198-21
NS.1838.002.N711---S506.coclBEAs_2255-21
NS.1838.002.N711---S510.coclBEAs_2267-21
NS.1838.002.N712---S502.coclBEAs_2187-21
NS.1838.002.N712---S506.coclBEAs_2199-21
NS.1838.002.N715---S506.coclBEAs_2256-21
NS.1838.002.N715---S510.coclBEAs_2268-21
NS.1834.003.N702---S511.coclBIAs_2783-21
NS.1834.003.N703---S505.coclBIAs_2795-21
NS.1834.003.N705---S507.coclBIAs_2419-21
NS.1834.003.N705---S511.coclBIAs_2784-21
NS.1834.003.N706---S505.coclBIAs_2796-21
NS.1834.003.N714---S507.coclBIAs_2421-21
NS.1834.003.N714---S511.coclBIAs_2786-21
NS.1834.003.N715---S505.coclBIAs_2798-21
NS.1838.001.N718---S511.coclBIAs_2787-21
NS.1838.001.N719---S505.coclBIAs_2799-21
NS.1838.001.N721---S511.coclBIAs_2788-21
NS.1838.001.N722---S505.coclBIAs_2800-21
NS.1838.001.N724---S507.coclBIAs_2424-21
NS.1838.001.N724---S511.coclBIAs_2789-21
NS.1838.001.N728---S507.coclBIAs_2425-21
NS.1838.001.N728---S511.coclBIAs_2790-21
NS.1838.002.N702---S511.coclBIAs_2791-21
NS.1838.002.N705---S507.coclBIAs_2777-21
NS.1838.002.N705---S511.coclBIAs_2792-21
NS.1838.002.N705---S513.coclBIAs_2776-21
NS.1838.002.N710---S507.coclBIAs_2778-21
NS.1838.002.N710---S511.coclBIAs_2793-21
NS.1838.002.N714---S507.coclBIAs_2782-21
NS.2010.003.N701---S513.coclBIAs_2407-21
NS.2010.003.N702---S513.coclBIAs_2408-21
NS.2010.003.N704---S513.coclBIAs_2410-21
NS.2010.003.N705---S513.coclBIAs_2413-21
NS.2010.003.N706---S513.coclBIAs_2414-21
NS.2010.003.N707---S513.coclBIAs_2415-21
NS.2010.003.N711---S513.coclBIAs_2417-21
NS.2010.003.N712---S513.coclBIAs_2418-21
NS.2010.003.N701---S520.coclCHIm_2228-21
NS.2010.003.N702---S521.coclCHIm_2243-21
NS.2010.003.N703---S520.coclCHIm_2230-21
NS.2010.003.N703---S521.coclCHIm_2245-21
NS.2010.003.N705---S521.coclCHIm_2248-21
NS.2010.003.N706---S520.coclCHIm_2233-21
NS.2010.003.N706---S521.coclCHIm_2249-21
NS.2010.003.N707---S521.coclCHIm_2250-21
NS.2010.003.N710---S520.coclCHIm_2235-21
NS.2010.003.N710---S521.coclCHIm_2609-21
NS.2010.003.N711---S521.coclCHIm_2610-21
NS.2010.003.N712---S520.coclCHIm_2237-21
NS.2010.003.N712---S521.coclCHIm_2611-21
NS.2010.003.N714---S518.coclCHIm_2226-21
NS.2010.003.N714---S520.coclCHIm_2238-21
NS.2010.003.N715---S520.coclCHIm_2239-21
NS.2010.003.N715---S521.coclCHIm_2614-21
NS.2010.003.N716---S515.coclCHIm_2615-21
NS.2010.003.N716---S518.coclCHIm_2617-21
NS.2010.003.N716---S520.coclCHIm_2246-21
NS.2010.003.N718---S513.coclCHIm_2619-21
NS.2010.003.N718---S515.coclCHIm_2620-21
NS.2010.003.N718---S516.coclCHIm_2621-21
NS.2010.003.N718---S517.coclCHIm_2622-21
NS.2010.003.N718---S518.coclCHIm_2624-21
NS.2010.003.N718---S520.coclCHIm_2625-21
NS.2010.003.N720---S513.coclCHIm_2242-21
NS.2010.003.N720---S515.coclCHIm_2616-21
NS.2010.003.N701---S515.coclCONs_599-21
NS.2010.003.N701---S516.coclCONs_683-21
NS.2010.003.N702---S515.coclCONs_600-21
NS.2010.003.N702---S516.coclCONs_684-21
NS.2010.003.N703---S515.coclCONs_671-22
NS.2010.003.N704---S515.coclCONs_672-23
NS.2010.003.N705---S515.coclCONs_673-24
NS.2010.003.N706---S515.coclCONs_676-21
NS.2010.003.N707---S515.coclCONs_677-21
NS.2010.003.N710---S515.coclCONs_678-21
NS.2010.003.N711---S515.coclCONs_679-21
NS.2010.003.N712---S515.coclCONs_680-21
NS.2010.003.N714---S515.coclCONs_681-21
NS.2010.003.N715---S515.coclCONs_682-21
NS.1834.003.N701---S505.coclEASs_001-20
NS.1834.003.N704---S505.coclEASs_002-20
NS.2010.003.N714---S513.coclEASs_624-21
NS.2010.003.N715---S513.coclEASs_625-21
coclEASm_001-20
coclEASm_002-20
coclEASm_003-20
coclEASm_004-20
coclEASm_005-20
coclEASm_006-20
coclEASm_008-20
coclEASm_010-20
coclEASm_011-20
coclEASm_012-20
coclEASm_013-20
coclEASm_014-20
coclEASm_015-20
coclEASm_016-20
coclEASm_017-20
coclEASm_018-20
coclEASm_019-20
coclEASm_020-20
coclEASm_021-20
coclEASm_023-20
coclEASm_024-20
coclEASm_025-20
coclEASm_026-20
NS.1834.003.N701---S508.coclFISs_012-21
NS.1834.003.N702---S502.coclFISs_023-21
NS.1834.003.N702---S506.coclFISs_034-21
NS.1834.003.N704---S508.coclFISs_013-21
NS.1834.003.N705---S502.coclFISs_024-21
NS.1834.003.N705---S506.coclFISs_035-21
NS.1834.003.N707---S505.coclFISs_003-21
NS.1834.003.N707---S508.coclFISs_014-21
NS.1834.003.N710---S502.coclFISs_025-21
NS.1834.003.N710---S506.coclFISs_036-21
NS.1834.003.N712---S508.coclFISs_015-21
NS.1834.003.N714---S502.coclFISs_026-21
NS.1834.003.N714---S506.coclFISs_037-21
NS.1838.001.N703---S515.coclFISs_006-21
NS.1838.001.N703---S516.coclFISs_019-21
NS.1838.001.N716---S505.coclFISs_005-21
NS.1838.001.N716---S508.coclFISs_016-21
NS.1838.001.N718---S502.coclFISs_027-21
NS.1838.001.N718---S506.coclFISs_038-21
NS.1838.001.N720---S508.coclFISs_017-21
NS.1838.001.N721---S502.coclFISs_028-21
NS.1838.001.N721---S506.coclFISs_039-21
NS.1838.001.N723---S508.coclFISs_018-21
NS.1838.001.N724---S502.coclFISs_029-21
NS.1838.001.N724---S506.coclFISs_040-21
NS.1838.001.N727---S505.coclFISs_008-21
NS.1838.001.N728---S502.coclFISs_030-21
NS.1838.002.N701---S505.coclFISs_009-21
NS.1838.002.N701---S508.coclFISs_020-21
NS.1838.002.N702---S502.coclFISs_031-21
NS.1838.002.N704---S505.coclFISs_010-21
NS.1838.002.N704---S508.coclFISs_021-21
NS.1838.002.N705---S502.coclFISs_032-21
NS.1838.002.N707---S505.coclFISs_011-21
NS.1838.002.N707---S508.coclFISs_022-21
NS.1834.003.N701---S515.coclJACs_073-21
NS.1834.003.N702---S505.coclJACs_069-21
NS.1834.003.N703---S511.coclJACs_088-21
NS.1834.003.N705---S505.coclJACs_070-21
NS.1834.003.N706---S507.coclJACs_074-21
NS.1834.003.N706---S511.coclJACs_089-21
NS.1834.003.N710---S505.coclJACs_071-21
NS.1834.003.N711---S507.coclJACs_075-21
NS.1834.003.N711---S511.coclJACs_090-21
NS.1834.003.N714---S505.coclJACs_072-21
NS.1834.003.N715---S507.coclJACs_076-21
NS.1834.003.N715---S511.coclJACs_091-21
NS.1838.001.N718---S505.coclJACs_079-21
NS.1838.001.N719---S507.coclJACs_078-21
NS.1838.001.N719---S511.coclJACs_092-21
NS.1838.001.N721---S505.coclJACs_080-21
NS.1838.001.N722---S507.coclJACs_082-21
NS.1838.001.N722---S511.coclJACs_094-21
NS.1838.001.N724---S505.coclJACs_081-21
NS.1838.001.N726---S511.coclJACs_095-21
NS.1838.001.N728---S505.coclJACs_083-21
NS.1838.001.N729---S507.coclJACs_085-21
NS.1838.001.N729---S511.coclJACs_096-21
NS.1838.002.N702---S505.coclJACs_084-21
NS.1838.002.N703---S507.coclJACs_086-21
NS.1838.002.N703---S511.coclJACs_097-21
NS.1838.002.N706---S503.coclJACs_067-21
NS.1838.002.N706---S507.coclJACs_087-21
NS.1838.002.N706---S511.coclJACs_100-21
NS.1838.002.N707---S511.coclJACs_066-21
NS.1838.002.N712---S511.coclJACs_068-21
NS.1834.003.N706---S508.coclLAGs_1883-21
NS.1834.003.N711---S508.coclLAGs_2576-21
NS.1834.003.N715---S508.coclLAGs_2577-21
NS.1838.001.N719---S508.coclLAGs_2578-21
NS.1838.001.N721---S510.coclLAGs_029-20
NS.1838.001.N722---S508.coclLAGs_2579-21
NS.1838.001.N726---S505.coclLAGs_1876-21
NS.1838.001.N726---S508.coclLAGs_2580-21
NS.1838.001.N729---S508.coclLAGs_2581-21
NS.1838.002.N703---S508.coclLAGs_2582-21
NS.1838.002.N706---S508.coclLAGs_2583-21
NS.1838.002.N711---S508.coclLAGs_2584-21
NS.1838.002.N715---S508.coclLAGs_2585-21
NS.1838.003.N716---S502.coarLAGs_001-20
NS.1838.003.N724---S503.coarLAGs_020-20
NS.1838.003.N728---S502.coarLAGs_011-20
NS.1834.003.N701---S503.coclNOTs_001-20
NS.1834.003.N704---S503.coclNOTs_002-20
NS.1834.003.N707---S503.coclNOTs_003-20
NS.2010.003.N701---S517.coclNOTs_7011-21
NS.2010.003.N701---S518.coclNOTs_7023-21
NS.2010.003.N702---S517.coclNOTs_7012-21
NS.2010.003.N703---S516.coclNOTs_7000-21
NS.2010.003.N703---S517.coclNOTs_7013-21
NS.2010.003.N703---S518.coclNOTs_7025-21
NS.2010.003.N704---S517.coclNOTs_7014-21
NS.2010.003.N704---S518.coclNOTs_7026-21
NS.2010.003.N705---S517.coclNOTs_7015-21
NS.2010.003.N705---S518.coclNOTs_7027-21
NS.2010.003.N706---S517.coclNOTs_7016-21
NS.2010.003.N706---S518.coclNOTs_7028-21
NS.2010.003.N707---S516.coclNOTs_7004-21
NS.2010.003.N707---S517.coclNOTs_7017-21
NS.2010.003.N707---S518.coclNOTs_7029-21
NS.2010.003.N710---S516.coclNOTs_7006-21
NS.2010.003.N710---S517.coclNOTs_7018-21
NS.2010.003.N710---S518.coclNOTs_7030-21
NS.2010.003.N711---S516.coclNOTs_7007-21
NS.2010.003.N711---S517.coclNOTs_7019-21
NS.2010.003.N711---S518.coclNOTs_7031-21
NS.2010.003.N712---S516.coclNOTs_7008-21
NS.2010.003.N712---S517.coclNOTs_7020-21
NS.2010.003.N712---S518.coclNOTs_7034-21
NS.2010.003.N714---S516.coclNOTs_7009-21
NS.2010.003.N714---S517.coclNOTs_7021-21
NS.2010.003.N715---S516.coclNOTs_7010-21
NS.2010.003.N715---S517.coclNOTs_7022-21
NS.2010.003.N716---S516.coclNOTs_7024-21
NS.2010.003.N716---S522.coclNOTs_7002-21
NS.1834.003.N701---S516.coclROGs_2162-21
NS.1834.003.N703---S502.coclROGs_2158-21
NS.1834.003.N703---S506.coclROGs_2016-21
NS.1834.003.N706---S502.coclROGs_2161-21
NS.1834.003.N706---S506.coclROGs_2018-21
NS.1834.003.N711---S506.coclROGs_2020-21
NS.1834.003.N715---S502.coclROGs_2163-21
NS.1834.003.N715---S506.coclROGs_2022-21
NS.1838.001.N719---S502.coclROGs_2164-21
NS.1838.001.N719---S506.coclROGs_2024-21
NS.1838.001.N721---S508.coclROGs_2151-21
NS.1838.001.N722---S506.coclROGs_2025-21
NS.1838.001.N724---S508.coclROGs_2152-21
NS.1838.001.N726---S502.coclROGs_2168-21
NS.1838.001.N728---S508.coclROGs_2153-21
NS.1838.001.N729---S502.coclROGs_2169-21
NS.1838.002.N702---S508.coclROGs_2154-21
NS.1838.002.N703---S502.coclROGs_2171-21
NS.1838.002.N705---S508.coclROGs_2155-21
NS.1838.002.N706---S502.coclROGs_2172-21
NS.1838.002.N710---S508.coclROGs_2156-21
NS.1838.002.N714---S508.coclROGs_2157-21
NS.1838.002.N715---S502.coclROGs_2175-21
NS.1621.001.N701---S502.coclRUPs_024-20
NS.1621.001.N702---S522.coclRUPs_006-20
NS.1621.001.N714---S513.coclRUPs_023-20
NS.1621.001.N716---S513.coclRUPs_019-20
NS.1621.001.N716---S521.coclRUPs_010-20
NS.1621.001.N718---S518.coclRUPs_016-20
NS.1621.001.N718---S520.coclRUPs_007-20
NS.1621.001.N718---S521.coclRUPs_022-20
NS.1621.001.N720---S508.coclRUPs_021-20
NS.1621.001.N720---S520.coclRUPs_008-20
NS.1621.001.N720---S521.coclRUPs_014-20
NS.1621.001.N722---S508.coclRUPs_015-20
NS.1621.001.N722---S510.coclRUPs_004-20
NS.1621.001.N722---S520.coclRUPs_020-20
NS.1621.001.N723---S508.coclRUPs_017-20
NS.1621.001.N723---S513.coclRUPs_013-20
NS.1621.001.N724---S518.coclRUPs_003-20
NS.1621.001.N726---S510.coclRUPs_011-20
NS.1621.001.N726---S513.coclRUPs_005-20
NS.1621.001.N727---S518.coclRUPs_001-20
NS.1621.001.N728---S502.coclRUPs_012-20
NS.1621.001.N728---S510.coclRUPs_009-20
NS.1621.001.N728---S513.coclRUPs_018-20
NS.1621.001.N728---S521.coclRUPs_002-20
NS.1834.003.N701---S507.coclRUPs_034-20
NS.1834.003.N704---S507.coclRUPs_035-20
NS.1834.003.N707---S507.coclRUPs_036-20
NS.1834.003.N712---S503.coclRUPs_025-20
NS.1834.003.N712---S507.coclRUPs_037-20
NS.1838.001.N716---S503.coclRUPs_026-20
NS.1838.001.N716---S507.coclRUPs_038-20
NS.1838.001.N720---S503.coclRUPs_027-20
NS.1838.001.N720---S507.coclRUPs_039-20
NS.1838.001.N723---S503.coclRUPs_028-20
NS.1838.001.N723---S507.coclRUPs_040-20
NS.1838.001.N727---S503.coclRUPs_029-20
NS.1838.002.N701---S503.coclRUPs_030-20
NS.1838.002.N704---S503.coclRUPs_031-20
NS.1838.002.N707---S503.coclRUPs_032-20
NS.1838.002.N712---S503.coclRUPs_033-20
NS.1834.003.N701---S511.coclSABs_006-20
NS.1834.003.N701---S513.coclSABs_040-21
NS.1834.003.N702---S503.coclSABs_020-21
NS.1834.003.N704---S511.coclSABs_007-20
NS.1834.003.N705---S503.coclSABs_029-21
NS.1834.003.N707---S511.coclSABs_008-20
NS.1834.003.N710---S503.coclSABs_030-21
NS.1834.003.N712---S511.coclSABs_009-20
NS.1834.003.N714---S503.coclSABs_031-21
NS.1838.001.N716---S511.coclSABs_010-20
NS.1838.001.N718---S503.coclSABs_032-21
NS.1838.001.N720---S511.coclSABs_011-20
NS.1838.001.N721---S503.coclSABs_033-21
NS.1838.001.N723---S511.coclSABs_012-20
NS.1838.001.N724---S503.coclSABs_034-21
NS.1838.001.N727---S507.coclSABs_001-20
NS.1838.001.N727---S511.coclSABs_013-20
NS.1838.001.N728---S503.coclSABs_035-21
NS.1838.002.N701---S507.coclSABs_002-20
NS.1838.002.N701---S510.coclSABs_016-21
NS.1838.002.N701---S511.coclSABs_014-20
NS.1838.002.N702---S503.coclSABs_036-21
NS.1838.002.N704---S507.coclSABs_003-20
NS.1838.002.N704---S510.coclSABs_017-21
NS.1838.002.N704---S511.coclSABs_015-20
NS.1838.002.N705---S503.coclSABs_037-21
NS.1838.002.N707---S507.coclSABs_004-20
NS.1838.002.N707---S510.coclSABs_018-21
NS.1838.002.N710---S503.coclSABs_038-21
NS.1838.002.N712---S507.coclSABs_005-20
NS.1838.002.N712---S510.coclSABs_019-21
NS.1838.002.N714---S503.coclSABs_039-21
NS.1840.002.N701---S515.coarSABs_038-21
NS.1840.003.N716---S502.coarSABs_029-21
NS.1834.003.N703---S503.coclTILs_004-21
NS.1834.003.N706---S503.coclTILs_005-21
NS.1834.003.N711---S503.coclTILs_006-21
NS.1834.003.N715---S503.coclTILs_007-21
NS.1838.001.N719---S503.coclTILs_008-21
NS.1838.001.N722---S503.coclTILs_009-21
NS.1838.001.N726---S507.coclTILs_013-21
NS.1838.001.N728---S510.coclTILs_001-21
NS.1838.001.N729---S503.coclTILs_011-21
NS.1838.002.N702---S510.coclTILs_002-21
NS.1838.002.N705---S510.coclTILs_003-21
NS.2010.003.N718---S521.coclTILs_014-21
NS.2010.003.N718---S522.coclTILs_015-21
NS.2094.001.N701---S513.coclBIAs_2407-21
NS.2094.001.N701---S515.coclEASs_719-22
NS.2094.001.N701---S518.coclLAGs_2847-22
NS.2094.001.N701---S520.coclFISs_024-22
NS.2094.001.N702---S515.coclEASs_721-22
NS.2094.001.N702---S518.coclLAGs_2848-22
NS.2094.001.N702---S520.coclFISs_025-22
NS.2094.001.N703---S515.coclEASs_725-22
NS.2094.001.N704---S515.coclEASs_726-22
NS.2094.001.N704---S518.coclLAGs_2870-22
NS.2094.001.N704---S520.coclFISs_027-22
NS.2094.001.N705---S513.coclBIAs_2413-21
NS.2094.001.N705---S515.coclEASs_727-22
NS.2094.001.N705---S516.coclLAGs_2303-22
NS.2094.001.N705---S518.coclLAGs_2871-22
NS.2094.001.N705---S520.coclFISs_028-22
NS.2094.001.N706---S513.coclBIAs_2414-21
NS.2094.001.N706---S515.coclEASs_730-22
NS.2094.001.N706---S516.coclLAGs_2304-22
NS.2094.001.N706---S517.coclLAGs_2840-22
NS.2094.001.N706---S518.coclLAGs_2872-22
NS.2094.001.N707---S513.coclBIAs_2415-21
NS.2094.001.N707---S515.coclEASs_735-22
NS.2094.001.N707---S518.coclLAGs_2873-22
NS.2094.001.N710---S518.coclLAGs_2874-22
NS.2094.001.N711---S516.coclLAGs_2307-22
NS.2094.001.N711---S518.coclLAGs_2875-22
NS.2094.001.N712---S516.coclLAGs_2308-22
NS.2094.001.N712---S517.coclLAGs_2844-22
NS.2094.001.N712---S518.coclFISs_021-22
NS.2094.001.N714---S513.coclEASs_707-22
NS.2094.001.N714---S515.coclEASs_739-22
NS.2094.001.N714---S516.coclLAGs_2309-22
NS.2094.001.N714---S517.coclLAGs_2845-22
NS.2094.001.N714---S518.coclFISs_022-22
NS.2094.001.N715---S513.coclEASs_709-22
NS.2094.001.N716---S513.coclEASs_777-22
NS.2094.001.N716---S515.coclLAGs_2833-22
NS.2094.001.N716---S516.coclBIAs_2408-21
NS.2094.001.N716---S517.coclEASs_778-22
NS.2094.001.N716---S518.coclLAGs_2834-22
NS.2094.001.N716---S520.coclBIAs_2409-21
NS.2094.001.N716---S521.coclLAGs_2301-22
NS.2094.001.N716---S522.coclLAGs_2835-22
NS.2094.001.N718---S515.coclFISs_026-22
NS.2094.001.N718---S518.coclBIAs_2410-21
NS.2094.001.N718---S520.coclLAGs_2302-22
NS.2094.001.N718---S521.coclLAGs_2838-22
NS.2094.001.N719---S513.coclLAGs_2305-22
NS.2094.001.N719---S515.coclLAGs_2841-22
NS.2094.001.N719---S516.coclBIAs_2416-21
NS.2094.001.N719---S517.coclEASs_736-22
NS.2094.001.N719---S518.coclLAGs_2306-22
NS.2094.001.N719---S520.coclLAGs_2842-22
NS.2094.001.N720---S515.coclBIAs_2417-21
NS.2094.001.N720---S516.coclEASs_737-22
NS.2094.001.N720---S517.coclLAGs_2843-22
NS.2094.001.N720---S522.coclBIAs_2418-21
NS.2094.001.N721---S513.coclEASs_738-22
NS.2094.001.N721---S518.coclEASs_776-22
NS.2094.001.N721---S520.coclLAGs_2832-22
NS.2094.001.N721---S521.coclLAGs_2846-22
NS.2094.001.N721---S522.coclFISs_023-22
NS.2094.001.N726---S513.coclLAGs_2850-22
NS.2094.001.N726---S515.coclLAGs_2839-22
