"PC1" "PC2" "clus" "pop_clus" "pop" "lat" "long" "origin"
"194" 0.150703458739018 -0.0357693327546878 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"195" 0.13344222969281 0.108931795795228 "6" "RUP" "Rupert" 51.481728 -78.832198 "EAS"
"196" 0.139301050848866 -0.0408984692059322 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"197" 0.145665983756136 -0.0266865066750585 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"198" 0.155366149252406 -0.0420001585477482 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"199" 0.149112571755252 0.0376845155875129 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"200" 0.144237638644443 0.0821193351437867 "6" "RUP" "Rupert" 51.481728 -78.832198 "EAS"
"201" 0.153322133980571 -0.0430125259726151 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"202" 0.136279410321033 -0.0421906527386317 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"203" 0.164983246888951 0.101282457068123 "6" "RUP" "Rupert" 51.481728 -78.832198 "EAS"
"204" 0.132652331301629 0.111142891828307 "6" "RUP" "Rupert" 51.481728 -78.832198 "EAS"
"205" 0.143897774964801 0.0837441893176113 "6" "RUP" "Rupert" 51.481728 -78.832198 "EAS"
"206" 0.144015695718529 -0.0425374885147621 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"207" 0.153688637637021 -0.0267907275577502 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"208" 0.143538960591826 -0.0285514435599356 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"209" 0.156955096203937 0.12193882628032 "6" "RUP" "Rupert" 51.481728 -78.832198 "EAS"
"210" 0.145510122508842 0.120307760194942 "6" "RUP" "Rupert" 51.481728 -78.832198 "EAS"
"211" 0.141951060925234 -0.0403445417319704 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"212" 0.137940108850973 -0.0440681709045908 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"213" 0.143467726167863 -0.0565024062883854 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"214" 0.141926903934618 -0.0487312565154256 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"215" 0.149268232515889 -0.0337318049631732 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"216" 0.139808815128489 -0.0445371776996086 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"217" 0.148711894301967 -0.057003920842502 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"218" 0.142978807850408 0.11612411775182 "6" "RUP" "Rupert" 51.481728 -78.832198 "EAS"
"219" 0.152354555539333 0.135393795824218 "6" "RUP" "Rupert" 51.481728 -78.832198 "EAS"
"220" 0.137121358770781 -0.0349133822170084 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"221" 0.145063550994197 -0.0509416057912186 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"222" 0.150814047666885 0.115895724627044 "6" "RUP" "Rupert" 51.481728 -78.832198 "EAS"
"223" 0.145770625021229 0.0804444638891257 "6" "RUP" "Rupert" 51.481728 -78.832198 "EAS"
"224" 0.140983826541682 -0.0553800841220547 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"225" 0.144901129320572 -0.0322813484732225 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"226" 0.143908153471046 -0.0346267289824434 "7" "EAS" "Eastmain" 52.242126 -78.575722 "JAC"
"227" 0.14884657830221 -0.0266501370838525 "7" "EAS" "Eastmain" 52.242126 -78.575722 "JAC"
"228" 0.151437989481121 0.130561942020794 "6" "RUP" "Rupert" 51.481728 -78.832198 "JAC"
"229" 0.136675414426104 0.12357540014568 "6" "RUP" "Rupert" 51.481728 -78.832198 "JAC"
"230" 0.144973509144537 -0.0473748825061186 "7" "EAS" "Eastmain" 52.242126 -78.575722 "JAC"
"231" 0.14497638408727 -0.044609254465768 "7" "EAS" "Eastmain" 52.242126 -78.575722 "JAC"
"232" 0.155387562183853 0.114127505547109 "6" "RUP" "Rupert" 51.481728 -78.832198 "JAC"
"233" 0.154003504876485 0.140001093334097 "6" "RUP" "Rupert" 51.481728 -78.832198 "JAC"
"234" 0.150091488366839 0.144606226456394 "6" "RUP" "Rupert" 51.481728 -78.832198 "JAC"
"235" 0.153558599691108 0.0945437117471624 "6" "RUP" "Rupert" 51.481728 -78.832198 "JAC"
"236" 0.145512370966188 -0.0168683848102609 "7" "EAS" "Eastmain" 52.242126 -78.575722 "JAC"
"237" 0.146246870978142 0.121913966862084 "6" "RUP" "Rupert" 51.481728 -78.832198 "JAC"
"238" 0.142741910836301 0.0694339943161064 "6" "RUP" "Rupert" 51.481728 -78.832198 "JAC"
"239" 0.135463038642228 -0.0476806755570862 "7" "EAS" "Eastmain" 52.242126 -78.575722 "JAC"
"240" 0.143208688397496 -0.0320333533088547 "7" "EAS" "Eastmain" 52.242126 -78.575722 "JAC"
"241" 0.145677854382364 -0.0396820479944051 "7" "EAS" "Eastmain" 52.242126 -78.575722 "JAC"
"242" 0.128687575306308 0.125330177593512 "6" "RUP" "Rupert" 51.481728 -78.832198 "JAC"
"243" 0.144457538852637 -0.0345061901176923 "7" "EAS" "Eastmain" 52.242126 -78.575722 "JAC"
"244" 0.142572699972789 -0.0463859853200328 "7" "EAS" "Eastmain" 52.242126 -78.575722 "JAC"
"245" 0.144869769351329 -0.0298245701658279 "7" "EAS" "Eastmain" 52.242126 -78.575722 "JAC"
"246" 0.145103426868557 -0.0430289920965239 "7" "EAS" "Eastmain" 52.242126 -78.575722 "JAC"
"247" 0.148436733492303 -0.0508320710103194 "7" "EAS" "Eastmain" 52.242126 -78.575722 "JAC"
"248" 0.153760372787388 0.126189244009722 "6" "RUP" "Rupert" 51.481728 -78.832198 "JAC"
"249" 0.15019214209745 -0.0314194376025057 "7" "EAS" "Eastmain" 52.242126 -78.575722 "JAC"
"250" 0.147521700809166 -0.0424483290191708 "7" "EAS" "Eastmain" 52.242126 -78.575722 "JAC"
"251" 0.150172789482371 0.085538692014669 "6" "RUP" "Rupert" 51.481728 -78.832198 "JAC"
"252" 0.124893046527281 -0.0496911226468717 "7" "EAS" "Eastmain" 52.242126 -78.575722 "JAC"
"253" 0.151992473236556 -0.0461880560239803 "7" "EAS" "Eastmain" 52.242126 -78.575722 "JAC"
"254" 0.144982856010281 -0.0308427388511316 "7" "EAS" "Eastmain" 52.242126 -78.575722 "JAC"
"255" 0.144529080047071 0.124895153024888 "6" "RUP" "Rupert" 51.481728 -78.832198 "JAC"
